,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
well1,-0.09212283044058751,-0.11882510013351141,-0.05206942590120167,0.028037383177570017,0.014686248331108067,-0.012016021361815829,0.001335113484646119,-0.012016021361815829,-0.012016021361815829,0.001335113484646119,0.001335113484646119,0.001335113484646119,0.001335113484646119,0.014686248331108067,0.014686248331108067,0.014686248331108067,0.001335113484646119,0.014686248331108067,0.014686248331108067,0.028037383177570017,0.001335113484646119,0.028037383177570017,0.028037383177570017,0.028037383177570017,0.028037383177570017,0.028037383177570017,0.05473965287049391,0.08144192256341781,0.10814419225634171,0.17489986648865144,0.2550066755674231,0.3618157543391187,0.4552736982643524,0.5754339118825099,0.6421895861148197,0.6955941255006675,0.7356475300400532,0.7890520694259011,0.815754339118825,0.8424566088117489,0.8558077436582108,0.8691588785046728,0.8825100133511347,0.8958611481975967,0.9092122830440585,0.9225634178905205,0.9359145527369825,0.9359145527369825,0.9492656875834444,0.9492656875834444,0.9492656875834444,0.9492656875834444,0.9626168224299064,0.9626168224299064,0.9492656875834444,0.9626168224299064,0.9759679572763683,0.9759679572763683,0.9759679572763683,0.9759679572763683,0.9759679572763683,0.9893190921228303,0.9893190921228303,0.9893190921228303,1.0026702269692922,1.0026702269692922,1.0026702269692922,1.0026702269692922,1.0026702269692922,1.0026702269692922,1.016021361815754,1.016021361815754,1.016021361815754,0.9893190921228303,1.016021361815754,1.016021361815754,1.016021361815754,1.0293724966622162,1.0293724966622162,1.0293724966622162,1.0293724966622162,1.0293724966622162,1.016021361815754,1.0293724966622162,1.0293724966622162,1.0293724966622162,1.042723631508678,1.042723631508678,1.042723631508678,1.0293724966622162
well2,-0.15282392026578076,-0.16943521594684388,-0.053156146179402036,0.046511627906976695,0.046511627906976695,-0.0033222591362126715,-0.0033222591362126715,-0.0033222591362126715,-0.0033222591362126715,0.01328903654485045,-0.0033222591362126715,-0.0033222591362126715,-0.0033222591362126715,-0.0033222591362126715,0.01328903654485045,-0.0033222591362126715,0.01328903654485045,0.01328903654485045,0.01328903654485045,0.01328903654485045,0.01328903654485045,0.01328903654485045,0.029900332225913574,0.046511627906976695,0.09634551495016606,0.16279069767441856,0.2956810631229235,0.5282392026578072,0.7275747508305647,0.910299003322259,1.0598006644518272,1.159468438538206,1.2093023255813953,1.2923588039867109,1.3421926910299002,1.3754152823920265,1.3920265780730896,1.4086378737541527,1.441860465116279,1.458471760797342,1.441860465116279,1.4750830564784052,1.4916943521594683,1.4916943521594683,1.5083056478405314,1.5083056478405314,1.5083056478405314,1.5249169435215946,1.5249169435215946,1.5249169435215946,1.5415282392026577,1.5249169435215946,1.5415282392026577,1.5581395348837208,1.5415282392026577,1.5581395348837208,1.574750830564784,1.574750830564784,1.591362126245847,1.591362126245847,1.591362126245847,1.6079734219269102,1.6079734219269102,1.6079734219269102,1.6245847176079733,1.6245847176079733,1.6245847176079733,1.6245847176079733,1.6411960132890364,1.6411960132890364,1.6411960132890364,1.6411960132890364,1.6578073089700995,1.6245847176079733,1.6578073089700995,1.6578073089700995,1.6744186046511627,1.6744186046511627,1.6744186046511627,1.6744186046511627,1.6910299003322258,1.6910299003322258,1.6744186046511627,1.6910299003322258,1.6910299003322258,1.6910299003322258,1.6910299003322258,1.6910299003322258,1.707641196013289,1.6910299003322258
well3,-0.15407854984894265,-0.13897280966767375,-0.06344410876132935,0.057401812688821705,0.04229607250755282,-0.0030211480362538194,-0.0030211480362538194,-0.0030211480362538194,-0.0030211480362538194,0.027190332326283945,-0.0030211480362538194,-0.0030211480362538194,-0.0030211480362538194,-0.0030211480362538194,-0.0030211480362538194,-0.0030211480362538194,0.027190332326283945,0.012084592145015062,-0.0030211480362538194,0.012084592145015062,0.012084592145015062,0.012084592145015062,0.012084592145015062,0.027190332326283945,0.027190332326283945,0.027190332326283945,0.027190332326283945,0.04229607250755282,0.027190332326283945,0.04229607250755282,0.07250755287009059,0.07250755287009059,0.04229607250755282,0.04229607250755282,0.057401812688821705,0.057401812688821705,0.04229607250755282,0.057401812688821705,0.057401812688821705,0.057401812688821705,0.057401812688821705,0.057401812688821705,0.057401812688821705,0.057401812688821705,0.07250755287009059,0.07250755287009059,0.057401812688821705,0.07250755287009059,0.07250755287009059,0.07250755287009059,0.07250755287009059,0.057401812688821705,0.07250755287009059,0.08761329305135947,0.057401812688821705,0.08761329305135947,0.08761329305135947,0.08761329305135947,0.08761329305135947,0.07250755287009059,0.08761329305135947,0.08761329305135947,0.08761329305135947,0.08761329305135947,0.08761329305135947,0.08761329305135947,0.10271903323262835,0.10271903323262835,0.10271903323262835,0.08761329305135947,0.10271903323262835,0.10271903323262835,0.10271903323262835,0.08761329305135947,0.10271903323262835,0.10271903323262835,0.10271903323262835,0.10271903323262835,0.10271903323262835,0.10271903323262835,0.10271903323262835,0.11782477341389723,0.10271903323262835,0.11782477341389723,0.11782477341389723,0.11782477341389723,0.11782477341389723,0.11782477341389723,0.1329305135951661,0.11782477341389723
well4,-0.16666666666666663,-0.16666666666666663,-0.16666666666666663,0.25000000000000006,0.25000000000000006,-0.16666666666666663,-0.16666666666666663,0.25000000000000006,0.25000000000000006,-0.16666666666666663,0.25000000000000006,-0.16666666666666663,-0.16666666666666663,-0.16666666666666663,0.25000000000000006,0.25000000000000006,-0.16666666666666663,0.25000000000000006,0.25000000000000006,-0.16666666666666663,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,-0.16666666666666663,0.25000000000000006,-0.16666666666666663,-0.16666666666666663,-0.16666666666666663,-0.16666666666666663,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,-0.16666666666666663,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006
well5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
well6,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,0.11111111111111104,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,0.11111111111111104,-0.07407407407407414,0.11111111111111104,0.11111111111111104,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,0.11111111111111104,-0.07407407407407414,0.11111111111111104,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,0.11111111111111104,-0.07407407407407414,-0.07407407407407414,0.11111111111111104,-0.07407407407407414,0.11111111111111104,-0.07407407407407414,-0.07407407407407414,0.11111111111111104,0.11111111111111104,0.11111111111111104,0.11111111111111104,-0.07407407407407414,0.11111111111111104,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,0.11111111111111104,0.11111111111111104,0.11111111111111104,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,0.11111111111111104,-0.07407407407407414,0.11111111111111104,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,0.11111111111111104,0.11111111111111104,-0.07407407407407414,-0.07407407407407414,0.11111111111111104,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,0.11111111111111104,0.11111111111111104,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,0.11111111111111104,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414,-0.07407407407407414
well7,0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,0.037037037037037035,-0.037037037037037035,0.037037037037037035,0.037037037037037035,-0.037037037037037035,0.037037037037037035,0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,0.037037037037037035,-0.037037037037037035,-0.037037037037037035,0.037037037037037035,0.037037037037037035,-0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,-0.037037037037037035,0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035,-0.037037037037037035
well8,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,0.01449275362318844,-0.03381642512077292,-0.03381642512077292,0.01449275362318844,-0.03381642512077292,0.01449275362318844,0.0628019323671498,-0.03381642512077292,0.01449275362318844,0.01449275362318844,-0.03381642512077292,0.01449275362318844,0.01449275362318844,0.01449275362318844,0.01449275362318844,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,0.01449275362318844,0.01449275362318844,0.01449275362318844,-0.03381642512077292,-0.03381642512077292,0.01449275362318844,0.01449275362318844,0.01449275362318844,-0.03381642512077292,0.0628019323671498,0.0628019323671498,0.01449275362318844,0.01449275362318844,0.01449275362318844,0.01449275362318844,0.01449275362318844,0.01449275362318844,-0.03381642512077292,0.01449275362318844,0.01449275362318844,0.01449275362318844,-0.03381642512077292,0.01449275362318844,-0.03381642512077292,0.01449275362318844,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,0.01449275362318844,0.01449275362318844,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,0.01449275362318844,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,0.01449275362318844,0.01449275362318844,-0.03381642512077292,-0.03381642512077292,0.01449275362318844,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,0.01449275362318844,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,0.01449275362318844,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292,-0.03381642512077292
well9,-0.1433021806853583,-0.1433021806853583,-0.06542056074766359,0.04361370716510899,0.04361370716510899,-0.0031152647975078323,0.012461059190031107,-0.018691588785046773,-0.0031152647975078323,-0.0031152647975078323,-0.0031152647975078323,0.012461059190031107,-0.0031152647975078323,-0.0031152647975078323,0.012461059190031107,0.028037383177570048,0.012461059190031107,0.012461059190031107,0.028037383177570048,0.028037383177570048,0.04361370716510899,0.04361370716510899,0.059190031152647926,0.09034267912772581,0.1682242990654205,0.30841121495327095,0.49532710280373826,0.7289719626168224,0.9158878504672896,1.087227414330218,1.1806853582554515,1.2741433021806852,1.320872274143302,1.4143302180685358,1.4454828660436136,1.4766355140186915,1.4922118380062304,1.5233644859813082,1.5389408099688473,1.5389408099688473,1.5389408099688473,1.5700934579439252,1.5700934579439252,1.5700934579439252,1.585669781931464,1.601246105919003,1.616822429906542,1.616822429906542,1.616822429906542,1.616822429906542,1.632398753894081,1.616822429906542,1.632398753894081,1.632398753894081,1.616822429906542,1.632398753894081,1.632398753894081,1.632398753894081,1.632398753894081,1.632398753894081,1.6479750778816198,1.6479750778816198,1.6479750778816198,1.6479750778816198,1.6479750778816198,1.6635514018691588,1.6635514018691588,1.6479750778816198,1.6791277258566977,1.6635514018691588,1.6791277258566977,1.6947040498442367,1.7102803738317756,1.6635514018691588,1.7102803738317756,1.7102803738317756,1.7258566978193146,1.7258566978193146,1.7102803738317756,1.7258566978193146,1.7258566978193146,1.7258566978193146,1.7102803738317756,1.7258566978193146,1.7258566978193146,1.7258566978193146,1.7102803738317756,1.7258566978193146,1.7258566978193146,1.7102803738317756
well10,-0.1826086956521739,-0.16521739130434782,-0.06086956521739131,0.06086956521739131,0.043478260869565216,-0.008695652173913044,-0.008695652173913044,-0.008695652173913044,-0.008695652173913044,0.02608695652173913,-0.008695652173913044,0.008695652173913044,-0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.02608695652173913,0.02608695652173913,0.008695652173913044,0.02608695652173913,0.043478260869565216,0.06086956521739131,0.0782608695652174,0.14782608695652175,0.25217391304347825,0.40869565217391307,0.6347826086956522,0.8782608695652174,1.0695652173913044,1.2260869565217392,1.3478260869565217,1.4521739130434783,1.4695652173913043,1.5739130434782609,1.626086956521739,1.6434782608695653,1.6434782608695653,1.6608695652173913,1.6782608695652175,1.6782608695652175,1.6608695652173913,1.7130434782608697,1.7130434782608697,1.7304347826086957,1.7304347826086957,1.7304347826086957,1.7304347826086957,1.7304347826086957,1.7478260869565216,1.7478260869565216,1.7478260869565216,1.7478260869565216,1.7652173913043478,1.7652173913043478,1.7478260869565216,1.7652173913043478,1.7652173913043478,1.7652173913043478,1.7652173913043478,1.7478260869565216,1.7652173913043478,1.7652173913043478,1.7652173913043478,1.7652173913043478,1.7652173913043478,1.7826086956521738,1.7826086956521738,1.7826086956521738,1.8,1.7826086956521738,1.8,1.817391304347826,1.817391304347826,1.7826086956521738,1.8347826086956522,1.817391304347826,1.8347826086956522,1.8347826086956522,1.8347826086956522,1.8347826086956522,1.8347826086956522,1.8521739130434782,1.8347826086956522,1.8521739130434782,1.8521739130434782,1.8521739130434782,1.8347826086956522,1.8521739130434782,1.8521739130434782,1.8695652173913044
