,well1,well2,well3,well4,well5,well6,well7,well8,well9,well10,well11,well12,well13,well14,well15,well16
0,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,
4,0.0068493150684931755,4.718447854656915e-17,0.0,-0.010526315789473684,0.0,0.0,0.043478260869565216,-0.004184100418409983,0.008620689655172445,0.0,0.0,0.0,0.011764705882352941,0.014492753623188354,0.0,0.0
5,0.013698630136986328,4.718447854656915e-17,0.0,-0.002105263157894737,0.008163265306122448,0.0,0.043478260869565216,0.004184100418410101,0.017241379310344862,0.0,0.0,0.0,0.011764705882352941,0.014492753623188354,0.0,0.0
6,0.013698630136986328,0.013157894736842155,0.0,0.00631578947368421,0.016326530612244896,0.0,0.02608695652173913,0.004184100418410101,0.017241379310344862,0.0,0.0,0.0,0.011764705882352941,0.014492753623188354,0.0,0.0
7,0.013698630136986325,0.013157894736842155,0.0,0.00631578947368421,0.016326530612244896,0.0,0.008695652173913044,0.004184100418410101,0.017241379310344862,0.0,0.0,0.0,0.011764705882352941,0.014492753623188354,0.0,0.0
8,0.013698630136986325,0.013157894736842151,0.0,0.0021052631578947377,0.012244897959183673,0.0,0.008695652173913044,0.004184100418410101,0.01724137931034486,0.0,0.0,0.0,0.0,0.014492753623188354,0.0,0.0
9,0.0068493150684931755,0.013157894736842155,0.0,-0.0063157894736842095,0.004081632653061224,0.0,0.008695652173913044,0.004184100418410101,0.008620689655172447,0.0,0.0,0.0,0.0,0.014492753623188354,0.0,0.0
10,2.42861286636753e-17,0.013157894736842155,0.0,-0.0021052631578947364,0.004081632653061224,0.0,-0.008695652173913044,-0.004184100418409983,3.191891195797325e-17,0.0,0.0,0.0,0.0,0.014492753623188354,0.0,0.0
11,-0.006849315068493127,4.85722573273506e-17,0.0,-0.0063157894736842095,0.0,0.0,0.008695652173913044,-0.004184100418409983,-0.008620689655172382,0.0,0.0,0.0,0.0,-0.01449275362318846,0.0,0.0
12,-0.006849315068493127,4.85722573273506e-17,0.0,-0.0021052631578947364,0.0,0.0,0.008695652173913044,-0.004184100418409983,-0.008620689655172384,0.0,0.0,0.0,0.0,-0.01449275362318846,0.0,0.0
13,-0.006849315068493127,4.85722573273506e-17,0.0,0.0021052631578947377,0.0,0.0,-0.008695652173913044,-0.004184100418409983,-0.008620689655172382,0.0,0.0,0.0,0.0,-0.01449275362318846,0.0,0.0
14,-0.006849315068493127,-0.013157894736842058,0.0,0.00631578947368421,-0.004081632653061224,0.0,-0.008695652173913044,-0.004184100418409983,-0.008620689655172382,0.0,0.0,0.0,0.0,-0.01449275362318846,0.0,0.0
