,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8
CT_Value,14.59,13.24,N/A,N/A,,N/A,N/A,N/A,13.16,13.02,N/A,N/A,N/A,N/A,N/A,N/A
