,well1,well2,well3,well4,well5,well6,well7,well8,well9,well10,well11,well12,well13,well14,well15,well16
0,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,
4,-0.0025285972305840194,-0.004952978056426346,-0.0010836845273931109,-0.0015374331550801947,-0.0010315925209542322,-0.008734402852049936,-0.0012626262626262486,0.0014705882352941172,-0.003973509933774834,6.684491978607674e-05,-0.0023125996810207617,0.012891207153502181,0.007575757575757576,-0.005820797907128824,0.0024475524475524625,-0.014583333333333334
5,0.0027694160144490928,0.000564263322883999,0.0028898254063817234,0.0014037433155080405,0.004642166344293995,-0.0035056446821152957,0.0015151515151515292,0.0058823529411764705,0.0013245033112582781,0.00447860962566843,0.00295055821371608,0.014530551415797266,0.00909090909090909,-0.0015042511445388957,0.005524475524475539,-0.009027777777777777
6,-0.0012040939193257417,-0.0008150470219435872,0.00024081878386516723,0.0014037433155080405,0.004642166344293995,-0.004812834224598956,0.004292929292929307,0.002941176470588235,-0.0013245033112582781,0.0015374331550801952,-0.0005582137161084813,0.007973174366616938,0.004545454545454545,-0.004381948986265515,0.0009090909090909239,-0.009027777777777777
7,-0.0051776038531005765,-0.0008150470219435872,0.0015653220951234454,-6.68449197860771e-05,0.007479045776918108,-0.0021984551396316354,0.005681818181818196,0.0029411764705882353,-0.003973509933774834,0.0015374331550801952,-0.0005582137161084813,0.00961251862891202,0.0030303030303030303,-0.0015042511445388957,0.0024475524475524625,-0.009027777777777777
8,-0.009151113786875411,-0.0035736677115987595,0.00024081878386516715,-0.0015374331550801947,0.00606060606060605,0.00041592394533568474,0.004292929292929307,0.0029411764705882353,-0.007947019867549667,-0.00140374331550804,-0.0023125996810207617,0.009612518628912018,0.0015151515151515152,-0.002943100065402205,0.0009090909090909239,-0.011805555555555555
9,-0.009151113786875411,-0.0035736677115987595,-0.0010836845273931109,-6.68449197860771e-05,0.008897485493230165,0.004337492572786665,0.00012626262626264009,0.0,-0.007947019867549667,-0.00140374331550804,-0.0005582137161084813,0.004694485842026773,0.0015151515151515152,-0.0015042511445388957,0.0009090909090909239,-0.011805555555555555
10,-0.010475617098133688,-0.0035736677115987595,-0.0024081878386513892,0.0014037433155080405,0.007479045776918108,0.004337492572786665,0.00012626262626264009,0.0,-0.007947019867549667,-0.00140374331550804,-0.0023125996810207617,0.007973174366616936,0.0,-0.0015042511445388957,0.0024475524475524625,-0.010416666666666666
11,-0.006502107164358855,-0.0021943573667711734,0.00024081878386516715,0.0014037433155080405,0.007479045776918108,0.005644682115270325,-0.0012626262626262486,0.0014705882352941176,-0.005298013245033113,0.0015374331550801952,-0.0005582137161084811,0.007973174366616938,0.0015151515151515152,-0.0015042511445388957,0.005524475524475539,-0.007638888888888888
