,well1,well2,well3,well4,well5,well6,well7,well8,well9,well10,well11,well12,well13,well14,well15,well16
38,0.007036114570361189,0.00921895006402047,-0.0011216056670601711,-0.0004545454545454138,-0.002038567493112971,0.0026564344746162773,0.008506493506493526,0.011097178683385563,0.004823747680890521,-0.002176696542893708,0.0009603072983354448,0.0035321366531557543,-0.0008318478906714166,0.005303030303030298,0.0014925373134328356,0.007319952774498271
39,0.00429638854296393,0.006402048655569764,0.00017709563164112764,0.0007954545454545861,-0.0020385674931129704,5.903187721367983e-05,0.009935064935064953,0.005579937304075218,0.003463203463203446,-0.004993597951344411,0.0009603072983354448,0.0022582513028372823,-0.0008318478906714166,0.002738927738927734,0.0014925373134328354,0.006021251475796973
40,0.0015566625155666695,0.002176696542893708,-0.001121605667060171,-0.001704545454545414,-0.0032506887052341825,-0.003837072018890216,0.005649350649350668,-0.0013166144200627134,-0.0006184291898577781,-0.007810499359795116,-0.003265044814340612,-0.002837290098436603,-0.004753416518122397,-0.0023892773892773937,-0.004477611940298508,0.0021251475796930765
41,0.00703611457036119,0.01062740076824582,0.005371900826446322,0.003295454545454586,0.0015977961432506657,0.0026564344746162773,0.009935064935064953,6.269592476487277e-05,0.0034632034632034467,-0.0035851472471190595,0.0009603072983354448,0.002258251302837282,-0.0008318478906714166,0.0027389277389277345,-0.001492537313432836,0.006021251475796972
42,0.009775840597758451,0.01766965428937258,0.00926800472255022,0.005795454545454586,0.0015977961432506655,0.002656434474616277,0.009935064935064955,6.269592476487277e-05,0.006184291898577595,-0.0035851472471190595,0.0009603072983354448,0.0009843659525188109,-0.0008318478906714166,0.001456876456876452,-0.001492537313432836,0.006021251475796972
43,0.00840597758405982,0.024711907810499343,0.014462809917355412,0.0007954545454545867,-0.0020385674931129704,-0.0012396694214876192,0.005649350649350669,-0.0013166144200627134,0.003463203463203445,-0.006402048655569764,-0.003265044814340612,-0.002837290098436603,-0.004753416518122397,-0.003671328671328676,-0.004477611940298508,0.0021251475796930765
44,0.01388542963885434,0.037387964148527505,0.0248524203069658,0.0007954545454545867,-0.0020385674931129704,5.9031877213679745e-05,0.0042207792207792395,0.002821316614420045,0.003463203463203445,-0.006402048655569764,-0.003265044814340612,-0.002837290098436603,-0.004753416518122397,-0.004953379953379957,-0.004477611940298508,0.0021251475796930765
45,0.023474470734744752,0.058514724711907794,0.04173553719008269,0.0020454545454545864,-0.0032506887052341825,5.9031877213679745e-05,0.002792207792207811,0.002821316614420045,0.003463203463203445,-0.007810499359795116,-0.003265044814340612,-0.002837290098436603,-0.004753416518122397,-0.006235431235431239,-0.005970149253731344,0.0034238488783943756
46,0.03169364881693653,0.08527528809218948,0.06121605667060217,-0.0004545454545454134,-0.004462809917355395,-0.005135773317591515,-0.004350649350649332,-0.0026959247648903,-0.0006184291898577793,-0.01062740076824582,-0.007490396927016668,-0.007932831499710488,-0.008674985145573378,-0.011363636363636367,-0.011940298507462687,-0.0004722550177095209
47,0.056351183063511875,0.13034571062740077,0.10147579693034244,0.0020454545454545864,-0.0008264462809917581,-0.003837072018890217,-0.005779220779220761,-0.0013166144200627138,-0.001978973407544854,-0.01062740076824582,-0.007490396927016668,-0.006658946149392017,-0.009982174688057037,-0.010081585081585086,-0.013432835820895522,0.0008264462809917779
