,well1,well2,well3,well4,well5,well6,well7,well8,well9,well10,well11,well12,well13,well14,well15,well16
0,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,
4,-0.0026151930261519656,-0.005057618437900141,-0.001062573789846492,-0.001306818181818166,-0.0008815426997245256,-0.008677685950413249,-0.0012987012987012846,0.001379310344827586,-0.004081632653061224,6.402048655567964e-05,-0.0018565941101152596,0.010017371163867939,0.006535947712418301,-0.00518648018648017,0.002374491180461344,-0.013636363636363636
5,0.0028642590286425545,0.0005761843790012669,0.0028335301062574043,0.001193181818181834,0.003966942148760323,-0.003482880755608054,0.0015584415584415725,0.005517241379310344,0.0013605442176870747,0.004289372599231736,0.0023687580025607965,0.011291256514186412,0.00784313725490196,-0.0013403263403263242,0.005359565807327016,-0.008441558441558441
6,-0.0012453300124533357,-0.0008322663252240851,0.00023612750885480685,0.001193181818181834,0.003966942148760323,-0.0047815820543093525,0.00441558441558443,0.002758620689655172,-0.0013605442176870747,0.0014724711907810322,-0.0004481434058899076,0.006195715112912525,0.00392156862745098,-0.0039044289044288883,0.0008819538670285087,-0.008441558441558441
7,-0.0053549190535492255,-0.0008322663252240851,0.0015348288075561056,-5.681818181816579e-05,0.006391184573002746,-0.002184179456906755,0.005844155844155858,0.002758620689655172,-0.004081632653061224,0.001472471190781032,-0.0004481434058899076,0.007469600463230997,0.0026143790849673205,-0.0013403263403263242,0.0023744911804613445,-0.008441558441558441
8,-0.009464508094645118,-0.0036491677336747894,0.00023612750885480677,-0.0013068181818181655,0.005179063360881535,0.00041322314049584244,0.00441558441558443,0.002758620689655172,-0.00816326530612245,-0.0013444302176696724,-0.0018565941101152596,0.007469600463230997,0.0013071895424836603,-0.0026223776223776056,0.000881953867028509,-0.011038961038961037
9,-0.009464508094645116,-0.0036491677336747894,-0.0010625737898464916,-5.681818181816579e-05,0.007603305785123959,0.004309327036599739,0.00012987012987014388,0.0,-0.00816326530612245,-0.0013444302176696724,-0.0004481434058899076,0.003647944412275582,0.0013071895424836603,-0.0013403263403263242,0.0008819538670285088,-0.01103896103896104
10,-0.010834371108343746,-0.0036491677336747894,-0.00236127508854779,0.001193181818181834,0.006391184573002746,0.004309327036599739,0.00012987012987014388,0.0,-0.00816326530612245,-0.0013444302176696724,-0.0018565941101152596,0.006195715112912525,0.0,-0.001340326340326324,0.0023744911804613445,-0.00974025974025974
11,-0.006724782067247857,-0.002240717029449437,0.00023612750885480677,0.001193181818181834,0.006391184573002748,0.005608028335301037,-0.0012987012987012848,0.001379310344827586,-0.005442176870748299,0.0014724711907810318,-0.00044814340588990754,0.006195715112912526,0.0013071895424836603,-0.0013403263403263242,0.005359565807327016,-0.007142857142857143
