,well_1,well_2,well_3,well_4,well_5,well_6,well_7,well_8,well_9,well_10,well_11,well_13,well_14,well_15,well_16
CT_Value,22.93,22.6,21.25,99.99,24.36,24.07,27.94,27.76,28.81,99.99,99.99,25.12,99.99,99.99,99.99
