,well_1,well_2,well_3,well_4,well_5,well_6,well_7,well_8,well_9,well_10,well_11,well_13,well_14,well_15,well_16
CT_Value,29.56,30.29,26.31,99.99,30.65,30.08,99.99,99.99,36.62,99.99,99.99,99.99,99.99,99.99,99.99
